5.999999999999999778e-02 4.000000000000000192e-04 1.111109999999999938e-05 5.999999999999999778e-01 7.000000000000000666e-02 1.499999999999999944e-01
6.000091632616281340e-02 3.768156745340108037e-04 7.631958440907651663e-06 5.927642416529236291e-01 6.102861321617224395e-03 1.485873794847513141e-01
6.000057591419447056e-02 3.551955417370116852e-04 1.155132617766200478e-05 5.915474505390938553e-01 1.353291272846888701e-02 1.490352476607916810e-01
5.999884673989015760e-02 4.620308207150238206e-04 2.758819841011616754e-05 6.019581598344647677e-01 3.111267160992297470e-02 1.266801771994841563e-01
6.000334392845366183e-02 8.997410457797907829e-04 6.097396678912755540e-05 6.152311083427719485e-01 2.719824062652711344e-02 -1.883855860646270822e-02
5.998830002195128241e-02 1.008606599323030222e-03 6.740219703630005266e-05 5.730081939919319245e-01 2.151167967035556156e-02 1.718547104863059338e-01
5.997221771893739700e-02 1.432836420076726057e-03 5.005490458049111823e-05 5.602848993528602994e-01 8.481422408897354090e-03 3.834168329524718088e-01
5.996977692423002826e-02 1.661135606802838444e-03 2.960099084317917704e-05 5.763234448249545672e-01 -3.536235002151138628e-03 3.155058456218904905e-01
5.996665513299188899e-02 1.590086949905595909e-03 2.271356342662265285e-05 5.703079767505832010e-01 9.265694589530938706e-04 3.629996303911324218e-01
5.996587441778315763e-02 1.538242837357571514e-03 2.709983352995702028e-05 5.341503880309421692e-01 6.503636394947836727e-03 4.634150041236156925e-01
5.996485885918294984e-02 1.529027193917606225e-03 2.570648647547552813e-05 5.329240583942949083e-01 7.167448696469931081e-03 4.795136760221868077e-01
5.996141638300599847e-02 1.531936019337420138e-03 2.982222281010410718e-05 5.201917678413839896e-01 1.049267743201564608e-02 5.731201259802148895e-01
5.995500305121648915e-02 1.543492047895429851e-03 3.503969622143482762e-05 4.491270952679100592e-01 1.490264476572148583e-02 7.038176542611327413e-01
5.995331152773338002e-02 1.536593772416520445e-03 3.535477977022926976e-05 4.358688823956088365e-01 1.680347074356964773e-02 7.618498036120966432e-01
5.995226321801757491e-02 1.519203371989201381e-03 3.471647837790796279e-05 4.398881758029316580e-01 1.733940764104081184e-02 7.795336880637357968e-01
5.995422767577113232e-02 1.430511874688770394e-03 3.065484085078914474e-05 3.972501972970319817e-01 1.306784428102068102e-02 6.303503384361550665e-01
5.994737631182085053e-02 1.372397676039330229e-03 2.616854722019411626e-05 3.322290465731094211e-01 8.467378646505365966e-03 4.787862198247016532e-01
5.994322594205826055e-02 1.329292971156527088e-03 2.020163197423418343e-05 2.391937762461824324e-01 3.283888727109356229e-03 3.057459582349131844e-01
5.993977595603167119e-02 1.323917552599545959e-03 1.353973842759178877e-05 2.225391941300768339e-01 -3.498870464269170045e-04 1.882696788432991486e-01
5.993901401645395505e-02 1.325110056144553419e-03 9.107684002198994559e-06 2.258628139804135515e-01 -1.070312260611377877e-03 1.649503423119669521e-01
5.993883610616582147e-02 1.326094001098878901e-03 5.954277814570618240e-06 2.243579678253700971e-01 -1.162485757848900165e-03 1.615956717529981879e-01
5.993853950157504440e-02 1.331926237954463845e-03 5.083721777927424670e-06 2.382379437869258376e-01 -6.586744331497792170e-04 1.799621457896373455e-01
5.993778603415582384e-02 1.339278402293885223e-03 5.200399605281488057e-06 2.491299330344338980e-01 -1.317460101796424975e-04 2.013195826346968753e-01
5.993748535910186498e-02 1.345837465232160206e-03 5.681264668354291308e-06 2.643449053844177388e-01 3.010483393491696904e-04 2.197949667471653656e-01
5.993632400045227626e-02 1.351232465596304303e-03 6.449790902130676738e-06 2.812839939483219864e-01 6.996671699508918551e-04 2.381721919567371115e-01
5.993667976102183548e-02 1.349272264192699286e-03 5.605306474910028394e-06 2.796562590843926221e-01 6.379246695105795714e-04 2.352359910691253775e-01
5.993825831579036728e-02 1.345404767933796979e-03 4.556591519471340766e-06 2.705621013887714588e-01 4.970954338769798322e-04 2.283058299821092152e-01
5.993533388968631803e-02 1.354278967456329016e-03 5.606530468269579678e-06 3.024083031682314737e-01 8.316373237830410482e-04 2.463265672885512902e-01
5.993219529433244097e-02 1.357937435475488818e-03 6.085549997628242223e-06 3.179525086379964005e-01 1.003638240148799774e-03 2.556636694121748876e-01
5.991829595255522556e-02 1.379830441707035824e-03 9.238076712283002097e-06 3.760536144695420524e-01 1.804055426388848429e-03 3.008438990367605648e-01
5.991687902725705700e-02 1.380105081679801988e-03 9.240935703509694802e-06 3.805190818836898803e-01 1.881989924438491613e-03 3.055078719113916708e-01
5.991961322094423170e-02 1.372493192661251556e-03 8.381899592861125414e-06 3.746941872594239942e-01 1.701139158009750633e-03 2.947727742350638169e-01
5.992490603174648739e-02 1.361764655299118037e-03 7.087163076127950239e-06 3.629630803066714595e-01 1.358404748112162184e-03 2.744341111400538380e-01
5.992942153185160797e-02 1.354155916527087413e-03 6.183047834993666644e-06 3.521390430040345354e-01 1.120552316321608800e-03 2.600444523264776597e-01
5.993657639241912333e-02 1.344594949970219847e-03 4.622185798802589045e-06 3.295849679028014512e-01 7.051022768244631861e-04 2.354196853622155250e-01
5.994247663465792492e-02 1.337183509766617625e-03 3.173239124310642561e-06 3.146383571875387974e-01 3.559562111828379186e-04 2.141143952513332449e-01
5.994578209296094751e-02 1.334751930434190971e-03 2.302911900134578689e-06 3.103592025132249632e-01 1.925949651249424547e-04 2.041887462784705010e-01
5.994545598546272697e-02 1.334664679374882902e-03 2.158428715834039074e-06 3.105933667170645562e-01 2.079408004968898215e-04 2.050869439151836171e-01
