5.999999999999999778e-02 4.000000000000000192e-04 1.111109999999999938e-05 5.999999999999999778e-01 7.000000000000000666e-02 1.499999999999999944e-01
5.999954838026191895e-02 3.729844774576330873e-04 3.739826696250034754e-05 5.999242334890343420e-01 6.982731622327167931e-02 1.498489804256218638e-01
6.000064488916514310e-02 3.748025930039596649e-04 8.782447347004540826e-06 5.927642416529236291e-01 6.102861321617224395e-03 1.485873794847513141e-01
6.000016592157400575e-02 3.507998213525717851e-04 1.463546490103744769e-05 5.915474505390938553e-01 1.353291272846888701e-02 1.490352476607916810e-01
5.999785034355100549e-02 4.486537437540425409e-04 3.846680407182329140e-05 6.019581598344647677e-01 3.111267160992297470e-02 1.266801771994841563e-01
6.000109301404345924e-02 8.775219993562077348e-04 8.659262570501504960e-05 6.152311083427719485e-01 2.719824062652711344e-02 -1.883855860646270822e-02
5.998598314963674016e-02 9.892280139345728789e-04 7.751440386604973741e-05 5.730081939919319245e-01 2.151167967035556156e-02 1.718547104863059338e-01
5.997053579727760347e-02 1.422367044386160231e-03 4.301437067821712326e-05 5.602848993528602994e-01 8.481422408897354090e-03 3.834168329524718088e-01
5.996875385593339325e-02 1.668032999666705382e-03 1.438736229785107374e-05 5.763234448249545672e-01 -3.536235002151138628e-03 3.155058456218904905e-01
5.996587834464369576e-02 1.589390374319728846e-03 1.594187532357098591e-05 5.703079767505832010e-01 9.265694589530938706e-04 3.629996303911324218e-01
5.996500639013453010e-02 1.529106637705042546e-03 2.454549750948193808e-05 5.341503880309421692e-01 6.503636394947836727e-03 4.634150041236156925e-01
5.996403736587259392e-02 1.518889415050706524e-03 2.433906351735190931e-05 5.329240583942949083e-01 7.167448696469931081e-03 4.795136760221868077e-01
5.996048618904374627e-02 1.516792061330376204e-03 2.880456677403194019e-05 5.201917678413839896e-01 1.049267743201564608e-02 5.731201259802148895e-01
5.995405952475693634e-02 1.521433427651835806e-03 3.338020886694052330e-05 4.491270952679100592e-01 1.490264476572148583e-02 7.038176542611327413e-01
5.995238764416115779e-02 1.511697512879634159e-03 3.423982784117214086e-05 4.358688823956088365e-01 1.680347074356964773e-02 7.618498036120966432e-01
5.995134766406092636e-02 1.493776799548522704e-03 3.399586950996319197e-05 4.398881758029316580e-01 1.733940764104081184e-02 7.795336880637357968e-01
5.995349757278796432e-02 1.412548240654366892e-03 3.002522677620639974e-05 3.972501972970319817e-01 1.306784428102068102e-02 6.303503384361550665e-01
5.994685512925866655e-02 1.361298212214376215e-03 2.525997803864501277e-05 3.322290465731094211e-01 8.467378646505365966e-03 4.787862198247016532e-01
5.994293628867487789e-02 1.325217348425617196e-03 1.839024759839076996e-05 2.391937762461824324e-01 3.283888727109356229e-03 3.057459582349131844e-01
5.993959535070914058e-02 1.324561356682802142e-03 1.052730390548703809e-05 2.225391941300768339e-01 -3.498870464269170045e-04 1.882696788432991486e-01
5.993889071291522153e-02 1.326651608427132116e-03 6.186991008930973706e-06 2.258628139804135515e-01 -1.070312260611377877e-03 1.649503423119669521e-01
5.993875603003680219e-02 1.327715617492481771e-03 3.450459956140792381e-06 2.243579678253700971e-01 -1.162485757848900165e-03 1.615956717529981879e-01
5.993846690538148086e-02 1.332876118422804314e-03 3.291479578069496500e-06 2.382379437869258376e-01 -6.586744331497792170e-04 1.799621457896373455e-01
5.993770837669057383e-02 1.339532486462753809e-03 3.976960519135492907e-06 2.491299330344338980e-01 -1.317460101796424975e-04 2.013195826346968753e-01
5.993739534059904644e-02 1.345522307108838181e-03 4.837664208010956418e-06 2.643449053844177388e-01 3.010483393491696904e-04 2.197949667471653656e-01
5.993621526096717944e-02 1.350395779256118511e-03 5.859005367946598945e-06 2.812839939483219864e-01 6.996671699508918551e-04 2.381721919567371115e-01
5.993658580243194783e-02 1.348505475792267623e-03 5.147429898490438724e-06 2.796562590843926221e-01 6.379246695105795714e-04 2.352359910691253775e-01
5.993818441550735621e-02 1.344809860607448782e-03 4.185048276644730090e-06 2.705621013887714588e-01 4.970954338769798322e-04 2.283058299821092152e-01
5.993523226617093747e-02 1.353254310407539214e-03 5.351719417690178927e-06 3.024083031682314737e-01 8.316373237830410482e-04 2.463265672885512902e-01
5.993207932635140345e-02 1.356690514126795630e-03 5.892530399313913549e-06 3.179525086379964005e-01 1.003638240148799774e-03 2.556636694121748876e-01
5.991808779228075671e-02 1.377549298602532939e-03 8.948100042768844899e-06 3.760536144695420524e-01 1.804055426388848429e-03 3.008438990367605648e-01
5.991666833663959746e-02 1.377718416355626406e-03 9.015056581835117979e-06 3.805190818836898803e-01 1.881989924438491613e-03 3.055078719113916708e-01
5.991942503260341835e-02 1.370346567613637233e-03 8.245901744142211412e-06 3.746941872594239942e-01 1.701139158009750633e-03 2.947727742350638169e-01
5.992475187927830127e-02 1.360068967609184051e-03 6.991978834382376313e-06 3.629630803066714595e-01 1.358404748112162184e-03 2.744341111400538380e-01
5.992929104455552852e-02 1.352768991054672859e-03 6.092531556482300793e-06 3.521390430040345354e-01 1.120552316321608800e-03 2.600444523264776597e-01
5.993648508164816507e-02 1.343738173278498892e-03 4.482044227864977399e-06 3.295849679028014512e-01 7.051022768244631861e-04 2.354196853622155250e-01
5.994241678471455559e-02 1.336767373429197927e-03 2.969712348052422051e-06 3.146383571875387974e-01 3.559562111828379186e-04 2.141143952513332449e-01
5.994573924659831604e-02 1.334537704563519729e-03 2.089671529629499254e-06 3.103592025132249632e-01 1.925949651249424547e-04 2.041887462784705010e-01
