1	1.11111E-05
2	1.88604E-05
3	2.70655E-05
4	3.35613E-05
5	4.2792E-05
6	4.47293E-05
7	6.62678E-05
8	7.57835E-05
9	7.78917E-05
10	9.34473E-05
11	9.31624E-05
12	9.84046E-05
13	0.000101083
14	9.33333E-05
15	8.33618E-05
16	6.39886E-05
17	6.2735E-05
18	4.94017E-05
19	3.78917E-05
20	2.99145E-05
21	2.76923E-05
22	2.87179E-05
23	2.09687E-05
24	2.52991E-05
25	2.63818E-05
26	2.83761E-05
27	2.11966E-05
28	1.46439E-05
29	1.16809E-05
30	1.59544E-05
31	1.81766E-05
32	1.89174E-05
33	1.45869E-05
34	1.37322E-05
35	1.16239E-05
36	1.1453E-05
37	7.97721E-06
38	4.78632E-06
39	3.9886E-06
