1	1.25356E-06
2	9.11681E-07
3	7.40741E-07
4	4.5584E-07
5	5.12821E-07
6	2.2792E-07
7	1.7094E-07
8	5.69801E-08
9	5.12821E-07
10	7.40741E-07
11	1.08262E-06
12	1.25356E-06
13	1.82336E-06
14	2.849E-06
15	2.2792E-06
16	7.35043E-06
17	1.11681E-05
18	2.76353E-05
19	6.02849E-05
20	6.38177E-05
21	4.64387E-05
22	2.80912E-05
23	2.23932E-05
24	2.80912E-05
25	2.51852E-05
26	3.1396E-05
27	3.83476E-05
28	3.7265E-05
29	3.45299E-05
30	2.26781E-05
31	1.82336E-05
32	1.37322E-05
33	1.03704E-05
34	8.37607E-06
35	5.69801E-06
36	5.35613E-06
37	5.64103E-06
38	6.15385E-06
39	7.00855E-06
40	5.24217E-06
41	4.04558E-06
42	6.32479E-06
43	6.38177E-06
44	1.1396E-05
45	9.17379E-06
46	7.46439E-06
47	5.69801E-06
48	5.29915E-06
49	3.30484E-06
50	2.2792E-06
51	1.88034E-06
52	2.10826E-06
