1	3.1339E-06
2	4.90028E-06
3	8.94587E-06
4	1.64672E-05
5	2.5812E-05
6	2.41595E-05
7	2.5698E-05
8	2.44444E-05
9	2.81481E-05
10	3.09972E-05
11	3.1396E-05
12	3.66952E-05
13	3.12251E-05
14	2.70085E-05
15	2.87749E-05
16	3.34473E-05
17	3.55556E-05
18	2.88319E-05
19	2.90028E-05
20	2.66667E-05
21	2.68376E-05
22	2.38177E-05
23	2.07407E-05
24	2.54131E-05
25	1.96011E-05
26	1.86325E-05
27	1.76068E-05
28	2.21652E-05
29	2.04558E-05
30	1.87464E-05
31	1.4188E-05
32	1.17949E-05
33	9.05983E-06
34	1.29345E-05
35	1.1453E-05
36	1.44729E-05
37	8.71795E-06
38	7.74929E-06
39	6.03989E-06
40	7.12251E-06
41	5.58405E-06
42	5.01425E-06
43	3.53276E-06
