1	8.54701E-07
2	9.11681E-07
3	6.26781E-07
4	2.849E-07
5	2.2792E-07
6	3.9886E-07
7	7.97721E-07
8	1.36752E-06
9	1.65242E-06
10	3.1339E-06
11	4.90028E-06
12	8.94587E-06
13	1.64672E-05
14	2.5812E-05
15	2.41595E-05
16	2.5698E-05
17	2.44444E-05
18	2.81481E-05
19	3.09972E-05
20	3.1396E-05
21	3.66952E-05
22	3.12251E-05
23	2.70085E-05
24	2.87749E-05
25	3.34473E-05
26	3.55556E-05
27	2.88319E-05
28	2.90028E-05
29	2.66667E-05
30	2.68376E-05
31	2.38177E-05
32	2.07407E-05
33	2.54131E-05
34	1.96011E-05
35	1.86325E-05
36	1.76068E-05
37	2.21652E-05
38	2.04558E-05
39	1.87464E-05
40	1.4188E-05
41	1.17949E-05
42	9.05983E-06
43	1.29345E-05
44	1.1453E-05
45	1.44729E-05
46	8.71795E-06
47	7.74929E-06
48	6.03989E-06
49	7.12251E-06
50	5.58405E-06
51	5.01425E-06
52	3.53276E-06
