1	2.2792E-06
2	1.53846E-06
3	1.1396E-06
4	7.97721E-07
5	1.7094E-07
6	3.4188E-07
7	6.26781E-07
8	3.9886E-07
9	9.11681E-07
10	1.19658E-06
11	7.97721E-07
12	1.4245E-06
13	2.39316E-06
14	2.45014E-06
15	4.8433E-06
16	5.24217E-06
17	7.29345E-06
18	9.91453E-06
19	1.45299E-05
20	2.35897E-05
21	3.03704E-05
22	3.45869E-05
23	3.69801E-05
24	4.46154E-05
25	5.24217E-05
26	6.53561E-05
27	5.97721E-05
28	5.51567E-05
29	4.68376E-05
30	4.42735E-05
31	4.13675E-05
32	3.80057E-05
33	3.39031E-05
34	3.40741E-05
35	2.60399E-05
36	2.62678E-05
37	2.38177E-05
38	2.67236E-05
39	2.75214E-05
40	2.32479E-05
41	2.06838E-05
42	1.90313E-05
43	2.66097E-05
44	2.8433E-05
45	2.82621E-05
46	3.36752E-05
47	2.83761E-05
48	2.79772E-05
49	2.07407E-05
50	1.65812E-05
51	1.09402E-05
52	1.10541E-05
