1	2.35988E-06
2	7.61062E-06
3	1.15634E-05
4	2.86136E-05
5	6.24189E-05
6	6.60767E-05
7	4.80826E-05
8	2.90855E-05
9	2.31858E-05
10	2.90855E-05
11	2.60767E-05
12	3.25074E-05
13	3.9705E-05
14	3.85841E-05
15	3.57522E-05
16	2.34808E-05
17	1.88791E-05
18	1.42183E-05
19	1.07375E-05
20	8.67257E-06
21	5.89971E-06
22	5.54572E-06
23	5.84071E-06
24	6.37168E-06
35	7.25664E-06
26	5.42773E-06
27	4.18879E-06
28	6.54867E-06
29	6.60767E-06
30	1.17994E-05
31	9.49853E-06
32	7.72861E-06
33	5.89971E-06
34	5.48673E-06
45	3.42183E-06
36	2.35988E-06
37	1.9469E-06
38	2.18289E-06
