1	4.55671E-06
2	6.33977E-06
3	8.61813E-06
4	1.263E-05
5	2.05052E-05
6	2.63992E-05
7	3.00644E-05
8	3.21446E-05
9	3.87816E-05
10	4.55671E-05
11	5.68103E-05
12	5.19564E-05
13	4.79445E-05
14	4.07132E-05
15	3.84844E-05
16	3.59584E-05
17	3.30362E-05
18	2.947E-05
19	2.96186E-05
20	2.2635E-05
21	2.28331E-05
22	2.07033E-05
23	2.32293E-05
24	2.39227E-05
25	2.0208E-05
26	1.79792E-05
27	1.65428E-05
28	2.31303E-05
29	2.47152E-05
30	2.45666E-05
31	2.92719E-05
32	2.46657E-05
33	2.4319E-05
34	1.80287E-05
35	1.44131E-05
36	9.50966E-06
37	9.60872E-06
